CustomerID,Age,Gender,CountryID
126,24,F,4
127,18,F,3
128,20,M,4
129,24,F,2
130,26,M,4
131,32,F,2
132,32,M,2
133,28,F,1
134,28,M,2
135,26,M,2
136,33,M,3
137,33,M,4
138,26,M,2
139,29,F,1
140,31,M,3
141,30,M,3
142,33,F,2
143,34,F,2
144,31,F,2
145,33,F,2
146,26,M,3
147,26,M,2
148,31,M,2
149,29,F,2
150,31,F,3
151,29,M,2
152,25,M,2
153,31,M,2
154,32,F,2
155,27,F,2
156,34,M,1
157,28,M,2
158,28,F,1
159,28,M,3
160,26,M,2
161,34,F,3
162,31,M,2
163,27,F,4
164,26,M,2
165,33,M,1
166,28,F,2
167,32,M,4
168,32,M,4
169,33,M,4
170,32,M,2
171,28,M,3
172,33,M,3
173,29,M,1
174,29,F,2
175,30,F,1
176,28,M,3
177,28,F,2
178,30,M,2
179,28,M,2
180,34,F,4
181,34,M,2
182,30,M,3
183,31,F,2
184,29,M,2
185,31,M,3
186,31,F,4
187,27,F,4
188,34,F,1
189,31,F,4
190,27,F,2
191,30,F,2
192,30,M,2
193,31,M,4
194,32,F,3
195,25,M,2
196,26,F,3
197,28,F,4
198,34,F,2
199,32,F,3
200,28,M,3
201,30,F,3
202,26,F,4
203,26,F,4
204,34,M,2
205,28,F,3
206,28,F,3
207,29,F,3
208,34,F,2
209,31,M,1
210,30,F,4
211,32,F,2
212,30,M,3
213,31,F,3
214,29,M,2
215,34,M,2
216,28,F,2
217,32,F,3
218,34,M,2
219,32,M,2
220,28,M,3
221,30,M,4
222,29,F,2
223,28,F,2
224,31,M,3
225,28,M,3
226,32,M,3
227,26,M,2
228,28,M,3
229,30,M,3
230,30,M,4
231,33,M,2
232,32,M,2
233,28,F,3
234,30,F,3
235,27,F,2
236,32,M,3
237,33,M,4
238,28,M,2
239,27,M,1
240,33,F,2
241,25,M,3
242,27,M,1
243,25,M,2
244,32,M,2
245,25,M,4
246,32,F,4
247,31,M,1
248,25,F,1
249,34,M,1
250,28,F,3
251,31,F,3
252,31,M,4
253,29,M,2
254,34,F,3
255,26,F,3
256,29,F,2
257,27,F,2
258,31,M,3
259,32,M,1
260,29,M,3
261,32,F,3
262,29,F,2
263,33,F,3
264,29,F,1
265,27,M,3
266,34,M,2
267,32,M,3
268,29,M,2
269,34,F,4
270,30,M,1
271,28,F,4
272,29,F,3
273,27,M,2
274,32,M,2
275,34,M,3
276,32,F,2
277,31,M,2
278,26,F,2
279,32,M,3
280,31,F,2
281,30,M,2
282,31,F,3
283,33,M,2
284,28,M,3
285,32,M,3
286,28,M,2
287,29,M,4
288,32,F,1
289,34,F,3
290,29,F,3
291,26,F,4
292,26,M,4
293,27,M,4
294,29,M,2
295,32,M,2
296,33,F,2
297,34,F,4
298,29,M,2
299,33,M,4
300,29,M,4
301,34,M,4
302,32,M,2
303,33,M,2
304,30,F,4
305,28,M,2
306,31,F,2
307,32,M,2
308,27,M,4
309,27,M,4
310,32,F,2
311,32,F,3
312,31,F,1
313,29,M,3
314,31,F,4
315,33,M,4
316,32,F,3
317,28,M,4
318,26,M,4
319,26,M,2
320,29,F,1
321,25,M,2
322,31,F,2
323,31,F,2
324,26,M,3
325,28,M,4
326,27,F,2
327,29,M,2
328,25,M,4
329,33,F,1
330,30,M,3
331,31,M,2
332,29,F,4
333,32,F,2
334,34,M,3
335,29,F,4
336,31,M,1
337,25,M,4
338,29,F,3
339,30,F,3
340,34,M,3
341,27,F,4
342,25,M,3
343,25,M,3
344,26,M,2
345,31,F,2
346,33,M,2
347,29,F,2
348,32,M,3
349,30,F,2
350,26,F,3
351,28,M,4
352,33,M,1
353,31,F,2
354,26,M,2
355,29,M,4
356,30,F,3
357,32,F,3
358,33,M,4
359,28,F,3
360,32,M,3
361,26,F,1
362,25,M,4
363,26,F,2
364,33,F,2
365,30,M,3
366,27,M,3
367,32,M,4
368,29,F,3
369,28,M,2
370,28,M,1
371,30,M,1
372,29,F,4
373,32,F,3
374,34,F,1
375,30,F,4
376,34,F,1
377,33,F,3
378,28,M,3
379,34,F,2
380,27,F,2
381,27,F,3
382,25,F,1
383,28,M,1
384,29,F,1
385,31,F,3
386,32,M,3
387,33,F,2
388,28,F,3
389,33,M,2
390,25,F,4
391,31,M,3
392,32,M,1
393,26,M,3
394,26,F,2
395,34,M,2
396,34,M,2
397,34,M,1
398,26,F,2
399,28,M,2
400,32,M,2
401,26,M,2
402,29,M,4
403,32,F,1
404,26,F,2
405,30,F,3
406,34,M,3
407,31,M,4
408,31,F,4
409,34,M,2
410,34,F,2
411,32,F,4
412,30,M,1
413,29,F,4
414,33,F,3
415,29,F,2
416,29,M,2
417,27,F,3
418,31,F,1
419,25,F,3
420,28,M,2
421,30,F,2
422,30,F,4
423,27,F,3
424,25,F,2
425,31,M,3
426,31,M,2
427,33,F,2
428,26,M,3
429,34,M,2
430,29,F,2
431,34,F,1
432,29,F,3
433,29,M,2
434,25,M,3
435,27,F,2
436,28,M,1
437,25,M,1
438,26,M,3
439,34,M,3
440,31,M,1
441,25,M,2
442,34,M,4
443,30,F,2
444,26,F,2
445,31,F,2
446,29,M,2
447,27,F,2
448,26,F,4
449,30,M,3
450,27,F,1
451,29,F,2
452,27,F,2
453,32,M,3
454,34,M,3
455,34,M,4
456,30,F,2
457,32,M,3
458,29,F,2
459,26,M,2
460,25,F,2
461,29,F,3
462,26,M,2
463,33,F,2
464,34,F,2
465,32,F,4
466,32,F,4
467,30,F,2
468,27,F,2
469,42,M,2
470,44,F,2
471,39,M,2
472,40,F,3
473,40,F,2
474,43,M,2
475,44,F,2
476,44,F,4
477,39,M,1
478,36,M,3
479,40,F,3
480,43,F,3
481,41,M,1
482,39,F,4
483,40,M,2
484,37,F,1
485,36,F,3
486,44,F,3
487,37,F,2
488,44,F,3
489,35,M,2
490,38,M,3
491,42,F,2
492,39,M,4
493,38,M,3
494,44,M,2
495,39,M,2
496,41,F,4
497,44,F,4
498,35,M,4
499,43,F,3
500,43,F,2
501,37,M,2
502,43,F,4
503,36,F,4
504,40,F,2
505,41,M,2
506,36,M,2
507,40,F,4
508,40,F,1
509,39,M,3
510,37,M,2
511,35,F,1
512,38,F,2
513,44,M,1
514,39,F,2
515,35,F,2
516,44,M,1
517,42,F,3
518,44,F,3
519,39,M,1
520,40,F,3
521,37,F,2
522,40,F,4
523,43,F,2
524,42,F,3
525,40,M,3
526,40,F,2
527,36,M,1
528,40,M,4
529,37,M,4
530,42,F,4
531,36,M,1
532,38,F,3
533,35,M,4
534,43,M,4
535,43,M,2
536,38,M,2
537,35,M,2
538,40,M,4
539,42,M,2
540,37,M,3
541,40,M,4
542,41,F,2
543,37,M,2
544,36,M,3
545,39,M,3
546,41,F,3
547,40,M,1
548,40,M,2
549,35,F,3
550,41,M,2
551,37,F,1
552,44,M,1
553,36,F,3
554,40,M,2
555,44,F,3
556,42,M,2
557,36,F,2
558,41,M,3
559,38,F,1
560,37,M,2
561,43,F,2
562,39,M,2
563,44,M,3
564,42,F,1
565,36,M,2
566,42,F,4
567,40,M,3
568,43,M,4
569,37,F,3
570,43,F,1
571,38,F,2
572,42,F,2
573,44,M,2
574,43,F,3
575,36,F,2
576,42,M,3
577,44,F,1
578,40,F,2
579,43,M,1
580,43,F,3
581,37,M,2
582,35,F,2
583,39,F,2
584,38,M,4
585,43,M,4
586,39,F,3
587,43,M,1
588,39,F,2
589,37,F,2
590,44,M,4
591,44,F,4
592,35,F,1
593,44,M,3
594,44,M,3
595,35,M,4
596,43,M,3
597,39,M,2
598,41,M,2
599,35,F,2
600,42,M,2
601,44,F,2
602,40,M,4
603,37,M,2
604,36,M,2
605,36,M,2
606,37,F,1
607,41,M,2
608,37,M,4
609,40,F,3
610,42,M,2
611,39,M,1
612,41,M,4
613,38,M,1
614,39,M,3
615,42,M,2
616,36,M,1
617,39,M,3
618,40,F,2
619,44,F,2
620,39,F,2
621,42,M,4
622,44,F,1
623,36,M,2
624,40,M,3
625,38,M,2
626,35,F,1
627,40,M,2
628,37,F,2
629,44,M,2
630,44,M,3
631,43,M,3
632,39,M,4
633,40,M,3
634,41,M,3
635,35,M,2
636,44,F,3
637,44,M,2
638,44,M,1
639,38,F,3
640,36,F,1
641,40,M,2
642,38,M,2
643,44,M,4
644,35,F,2
645,43,M,4
646,42,M,2
647,37,M,4
648,40,M,3
649,39,M,2
650,38,M,3
651,38,M,3
652,38,M,2
653,40,M,2
654,44,M,4
655,41,M,4
656,37,M,1
657,36,M,4
658,39,M,2
659,43,M,4
660,39,F,1
661,44,F,2
662,43,F,3
663,35,F,2
664,42,F,3
665,37,F,4
666,37,M,3
667,42,M,3
668,39,M,2
669,35,F,3
670,38,F,4
671,37,M,4
672,37,F,4
673,41,M,2
674,39,F,1
675,44,F,4
676,40,M,2
677,43,M,4
678,37,M,2
679,36,M,2
680,42,M,3
681,35,M,3
682,44,F,2
683,41,M,2
684,36,M,3
685,37,F,2
686,38,F,2
687,38,M,3
688,40,M,3
689,44,F,2
690,40,F,1
691,36,M,2
692,41,M,3
693,39,M,3
694,38,F,2
695,42,M,2
696,43,M,3
697,38,F,3
698,44,F,2
699,43,M,1
700,44,F,1
701,43,F,3
702,37,F,2
703,43,M,1
704,38,M,1
705,43,M,4
706,42,F,2
707,42,F,3
708,39,F,2
709,35,F,3
710,35,M,2
711,36,F,4
712,36,M,1
713,41,F,3
714,41,M,4
715,41,M,4
716,41,M,1
717,43,F,3
718,40,F,2
719,43,M,2
720,38,F,3
721,39,M,3
722,43,M,2
723,38,F,2
724,37,M,2
725,36,F,4
726,41,F,2
727,36,F,3
728,42,F,2
729,35,M,2
730,43,F,3
731,35,F,2
732,39,F,4
733,44,M,3
734,40,F,2
735,37,F,2
736,39,F,3
737,44,F,3
738,41,M,1
739,40,M,3
740,40,M,2
741,39,M,2
742,43,M,2
743,38,M,4
744,37,M,4
745,43,M,4
746,43,F,2
747,39,F,2
748,36,M,4
749,36,F,1
750,41,F,4
751,38,F,2
752,40,M,4
753,35,F,4
754,36,M,4
755,44,F,2
756,38,M,3
757,41,M,2
758,40,M,2
759,43,M,2
760,42,M,4
761,40,M,2
762,44,F,3
763,35,M,3
764,44,M,2
765,38,M,2
766,44,F,2
767,40,M,3
768,42,M,2
769,40,F,1
770,43,M,2
771,43,F,2
772,36,F,3
773,41,F,4
774,38,F,3
775,35,F,2
776,40,F,3
777,44,M,3
778,35,F,2
779,41,F,1
780,39,M,1
781,41,F,1
782,36,F,2
783,44,M,4
784,39,M,1
785,41,M,3
786,38,M,3
787,36,F,1
788,41,M,3
789,35,F,3
790,36,M,4
791,40,F,4
792,35,F,2
793,44,M,2
794,36,M,4
795,44,F,2
796,40,F,4
797,44,F,3
798,41,F,2
799,44,F,3
800,41,M,2
801,37,F,2
802,40,F,1
803,38,F,2
804,44,M,4
805,40,F,3
806,42,M,2
807,43,M,2
808,44,M,1
809,44,M,3
810,36,F,2
811,41,F,3
812,40,M,1
813,35,M,2
814,39,F,1
815,37,M,2
816,43,M,1
817,36,M,3
818,44,M,4
819,35,M,2
820,36,F,3
821,37,M,2
822,39,M,2
823,37,F,2
824,39,M,2
825,36,M,2
826,38,M,3
827,38,M,1
828,39,F,4
829,40,M,4
830,40,M,2
831,44,F,2
832,44,F,2
833,37,M,4
834,39,M,4
835,38,M,2
836,41,M,1
837,44,F,3
838,43,F,3
839,43,F,4
840,42,F,2
841,39,F,4
842,41,M,1
843,39,F,2
844,37,M,3
845,36,M,4
846,42,M,2
847,41,F,3
848,40,F,1
849,38,M,2
850,44,F,3
851,41,M,4
852,41,F,1
853,39,F,2
854,43,F,2
855,41,M,3
856,44,F,2
857,35,M,1
858,41,F,1
859,37,M,2
860,42,F,2
861,40,M,1
862,42,M,1
863,35,F,1
864,40,F,3
865,37,F,2
866,43,F,2
867,41,M,2
868,41,F,2
869,41,M,1
870,44,F,2
871,41,M,1
872,38,F,2
873,36,F,3
874,43,F,2
875,38,M,1
876,42,M,3
877,44,M,3
878,40,M,4
879,44,F,4
880,39,F,3
881,40,F,2
882,36,F,2
883,37,M,2
884,37,M,2
885,42,F,3
886,42,M,1
887,40,M,3
888,40,F,2
889,38,M,4
890,43,M,2
891,42,M,3
892,52,M,2
893,54,F,3
894,48,M,1
895,48,M,2
896,52,M,2
897,46,F,2
898,53,M,2
899,45,M,2
900,51,F,3
901,48,M,4
902,45,M,2
903,46,M,4
904,46,F,2
905,54,M,4
906,54,M,2
907,47,F,4
908,45,M,2
909,54,F,2
910,49,M,3
911,53,F,1
912,51,F,4
913,47,F,2
914,50,F,3
915,51,M,1
916,49,M,2
917,46,F,2
918,49,M,2
919,52,M,3
920,46,M,3
921,50,F,3
922,51,F,4
923,48,M,2
924,49,M,2
925,47,M,3
926,45,F,1
927,52,F,1
928,47,M,2
929,51,F,4
930,47,M,2
931,49,F,3
932,49,F,2
933,47,F,2
934,49,F,2
935,46,F,1
936,52,F,1
937,48,M,1
938,50,F,4
939,51,F,2
940,48,M,1
941,46,F,2
942,49,F,2
943,47,F,1
944,54,F,3
945,47,M,2
946,48,F,4
947,54,M,4
948,46,F,1
949,46,M,2
950,51,M,3
951,48,M,3
952,48,M,3
953,45,M,2
954,54,F,3
955,49,F,3
956,48,M,2
957,48,M,3
958,46,F,4
959,50,F,2
960,54,M,2
961,47,M,4
962,46,F,3
963,45,M,2
964,45,M,2
965,53,M,2
966,51,F,3
967,53,F,2
968,49,F,2
969,48,F,2
970,51,F,2
971,51,F,1
972,46,M,1
973,54,F,2
974,47,F,1
975,47,F,2
976,50,M,2
977,47,M,3
978,46,F,2
979,51,M,2
980,49,F,2
981,53,M,1
982,54,F,2
983,49,F,4
984,46,F,3
985,45,F,4
986,45,F,1
987,50,M,4
988,47,F,3
989,51,F,2
990,51,M,2
991,46,M,1
992,45,F,2
993,53,F,4
994,46,M,4
995,49,M,1
996,52,F,2
997,49,M,3
998,48,M,2
999,52,F,3
1000,53,F,2
1001,51,F,2
1002,50,F,4
1003,45,M,4
1004,49,F,2
1005,48,M,2
1006,45,F,3
1007,46,F,4
1008,53,M,3
1009,50,M,4
1010,46,F,2
1011,51,F,3
1012,45,M,3
1013,47,F,2
1014,50,M,3
1015,50,M,2
1016,48,F,4
1017,47,F,2
1018,47,M,2
1019,51,F,2
1020,48,M,2
1021,49,F,1
1022,49,F,2
1023,50,F,1
1024,48,M,2
1025,45,M,2
1026,47,F,4
1027,52,F,1
1028,46,F,1
1029,45,F,1
1030,51,M,3
1031,46,M,4
1032,46,F,4
1033,48,M,4
1034,46,M,1
1035,52,F,2
1036,54,M,4
1037,51,M,1
1038,51,F,2
1039,47,M,2
1040,47,F,3
1041,54,F,3
1042,52,M,4
1043,52,F,1
1044,51,F,2
1045,53,F,3
1046,53,F,4
1047,50,M,2
1048,52,M,4
1049,53,M,2
1050,47,F,2
1051,48,F,4
1052,49,F,4
1053,52,M,3
1054,48,F,1
1055,48,M,2
1056,45,F,3
1057,51,M,4
1058,47,F,2
1059,50,M,4
1060,45,M,4
1061,54,F,3
1062,48,M,2
1063,47,M,1
1064,45,F,3
1065,45,M,1
1066,54,F,4
1067,50,F,4
1068,50,F,1
1069,54,F,3
1070,53,M,4
1071,50,M,3
1072,50,M,2
1073,47,M,3
1074,52,M,2
1075,53,M,2
1076,54,F,2
1077,49,F,2
1078,45,M,4
1079,54,F,2
1080,50,F,3
1081,46,M,1
1082,46,F,2
1083,50,F,3
1084,46,M,2
1085,49,F,2
1086,46,M,2
1087,46,F,1
1088,52,M,4
1089,51,M,4
1090,50,M,1
1091,52,F,2
1092,46,F,2
1093,50,M,4
1094,46,M,2
1095,51,F,3
1096,53,F,2
1097,54,M,3
1098,51,F,3
1099,51,F,1
1100,50,F,4
1101,51,M,3
1102,49,F,1
1103,51,M,2
1104,50,F,2
1105,49,M,2
1106,45,F,2
1107,49,F,2
1108,46,M,3
1109,52,M,4
1110,49,F,3
1111,51,F,2
1112,51,M,2
1113,45,M,2
1114,49,F,4
1115,54,F,2
1116,46,F,3
1117,53,M,4
1118,54,F,3
1119,51,M,4
1120,52,F,2
1121,46,M,4
1122,45,F,1
1123,52,F,4
1124,47,F,4
1125,47,F,2
1126,51,F,4
1127,47,M,2
1128,46,F,2
1129,51,M,4
1130,53,M,4
1131,45,M,1
1132,47,F,3
1133,54,F,4
1134,54,F,3
1135,53,M,4
1136,49,M,3
1137,54,M,1
1138,49,M,1
1139,54,M,1
1140,50,F,1
1141,52,M,4
1142,45,M,4
1143,49,M,2
1144,52,F,4
1145,48,F,2
1146,52,M,2
1147,51,F,2
1148,48,M,3
1149,53,M,4
1150,53,F,1
1151,53,M,1
1152,53,F,2
1153,48,F,2
1154,52,F,4
1155,48,M,2
1156,52,M,3
1157,46,F,2
1158,52,M,2
1159,52,M,2
1160,49,F,2
1161,51,F,2
1162,54,F,4
1163,48,F,2
1164,51,F,4
1165,45,M,4
1166,47,F,2
1167,54,M,3
1168,49,M,4
1169,50,M,2
1170,52,M,3
1171,54,M,3
1172,45,M,3
1173,54,M,2
1174,46,M,1
1175,49,M,4
1176,49,M,2
1177,53,F,4
1178,54,M,3
1179,47,F,3
1180,49,M,4
1181,51,M,3
1182,54,F,2
1183,48,M,4
1184,50,M,4
1185,53,F,2
1186,52,F,3
1187,53,F,4
1188,50,F,2
1189,48,M,2
1190,50,M,2
1191,49,M,4
1192,52,F,4
1193,54,F,2
1194,48,F,4
1195,51,M,2
1196,47,F,4
1197,50,M,4
1198,52,F,2
1199,47,F,2
1200,47,M,3
1201,45,M,2
1202,47,F,2
1203,46,F,3
1204,51,M,2
1205,52,M,1
1206,53,F,3
1207,45,M,3
1208,53,F,1
1209,55,F,2
1210,60,M,1
1211,61,M,2
1212,55,M,4
1213,62,M,2
1214,57,M,4
1215,62,M,3
1216,57,M,1
1217,58,F,2
1218,55,F,1
1219,55,M,4
1220,59,F,3
1221,55,F,3
1222,55,F,3
1223,61,M,2
1224,63,M,2
1225,57,F,3
1226,55,M,2
1227,56,M,3
1228,57,M,4
1229,56,F,2
1230,56,M,2
1231,58,M,4
1232,58,M,3
1233,59,F,1
1234,62,F,3
1235,62,M,2
1236,55,F,4
1237,64,M,1
1238,56,F,3
1239,56,M,3
1240,62,M,2
1241,55,F,4
1242,55,M,2
1243,60,M,3
1244,56,F,1
1245,57,F,2
1246,62,M,4
1247,56,M,4
1248,57,F,2
1249,62,M,4
1250,62,M,3
1251,57,F,1
1252,55,F,1
1253,64,M,4
1254,62,F,3
1255,60,F,4
1256,57,M,4
1257,56,M,2
1258,56,M,3
1259,55,F,4
1260,60,F,2
1261,58,M,2
1262,61,F,4
1263,63,F,1
1264,57,M,4
1265,57,F,3
1266,60,F,2
1267,59,F,2
1268,63,M,2
1269,58,F,2
1270,64,M,1
1271,62,M,2
1272,62,F,1
1273,61,F,3
1274,55,F,3
1275,64,M,4
1276,63,F,3
1277,62,M,2
1278,55,F,4
1279,60,M,3
1280,60,M,1
1281,58,F,2
1282,59,M,3
1283,55,F,2
1284,61,F,2
1285,58,F,1
1286,61,F,2
1287,58,M,1
1288,61,F,4
1289,64,F,3
1290,62,M,3
1291,63,F,4
1292,55,F,3
1293,61,M,4
1294,57,F,3
1295,57,F,2
1296,64,M,2
1297,61,M,4
1298,58,M,2
1299,60,M,2
1300,57,F,2
1301,63,M,4
1302,63,M,3
1303,63,F,2
1304,64,M,3
1305,57,F,2
1306,60,F,3
1307,63,M,3
1308,61,M,4
1309,61,F,2
1310,55,M,1
1311,55,F,2
1312,57,M,3
1313,57,F,3
1314,59,F,3
1315,55,M,4
1316,56,F,3
1317,63,M,2
1318,59,F,4
1319,61,M,4
1320,60,F,1
1321,59,F,3
1322,62,F,4
1323,60,F,3
1324,58,M,2
1325,56,F,4
1326,63,F,2
1327,61,M,3
1328,57,F,3
1329,59,F,2
1330,57,F,2
1331,60,F,3
1332,64,M,2
1333,64,M,1
1334,60,F,4
1335,63,F,3
1336,57,M,2
1337,61,F,2
1338,58,M,2
1339,59,F,4
1340,64,M,4
1341,55,F,3
1342,62,F,4
1343,64,F,4
1344,60,M,4
1345,56,M,2
1346,59,F,4
1347,60,M,2
1348,59,F,2
1349,56,F,2
1350,63,F,3
1351,58,F,4
1352,61,F,2
1353,61,F,3
1354,57,F,2
1355,60,F,1
1356,55,F,3
1357,63,F,3
1358,58,M,2
1359,62,M,2
1360,55,M,3
1361,63,F,3
1362,64,F,3
1363,64,F,3
1364,56,M,4
1365,56,M,3
1366,59,F,2
1367,62,M,2
1368,55,M,2
1369,58,F,3
1370,63,M,4
1371,57,M,3
1372,60,F,3
1373,63,F,1
1374,55,M,2
1375,56,M,2
1376,60,F,2
1377,63,F,2
1378,58,M,2
1379,57,F,4
1380,63,M,3
1381,56,M,3
1382,59,F,2
1383,64,M,4
1384,60,F,3
1385,58,F,2
1386,56,F,2
1387,62,M,3
1388,59,F,3
1389,60,M,4
1390,57,F,2
1391,58,M,2
1392,60,F,3
1393,60,M,2
1394,60,M,2
1395,56,F,3
1396,56,M,4
1397,57,F,2
1398,56,F,4
1399,63,F,4
1400,64,M,3
1401,58,F,3
1402,63,M,3
1403,57,M,2
1404,64,M,1
1405,67,M,2
1406,65,F,4
1407,70,F,2
1408,70,F,3
1409,80,M,1
1410,80,F,1
1411,76,F,1
1412,71,M,2
1413,79,F,1
1414,75,F,3
1415,73,M,3
1416,70,M,3
1417,76,F,2
1418,77,F,2
1419,76,M,2
1420,80,F,2
1421,69,M,2
1422,67,M,2
1423,70,F,2
1424,68,F,2
1425,75,F,2
1426,80,M,2
1427,70,M,1
1428,66,F,3
1429,70,F,3
1430,66,F,1
1431,73,F,2
1432,77,F,4
1433,74,F,2
1434,80,M,2
1435,78,F,3
1436,70,M,2
1437,75,M,3
1438,67,F,2
1439,69,F,1
1440,78,F,3
1441,70,M,4
1442,66,F,1
1443,69,F,4
1444,78,M,2
1445,66,M,2
1446,80,M,2
1447,68,M,1
1448,80,F,4
1449,67,M,3
1450,78,M,2
1451,65,F,2
1452,77,F,3
1453,75,M,2
1454,69,M,3
1455,73,M,4
1456,78,M,3
1457,77,F,2
1458,80,F,2
1459,80,M,4
1460,76,M,3
1461,68,F,2
1462,70,F,2
1463,77,M,4
1464,66,F,2
1465,65,F,4
1466,80,M,1
1467,73,F,2
1468,66,M,4
1469,77,M,3
1470,66,F,3
1471,79,F,2
1472,74,F,1
1473,72,F,3
1474,76,F,3
1475,70,F,4
1476,77,M,3
1477,77,F,2
1478,67,F,2
1479,76,M,4
1480,73,F,3
1481,71,M,4
1482,65,M,2
1483,68,F,2
1484,75,F,4
1485,73,M,3
1486,77,M,3
1487,75,M,3
1488,65,M,1
1489,67,M,3
1490,72,F,4
1491,78,M,2
1492,65,M,2
1493,67,M,3
1494,75,F,3
1495,70,M,2
1496,71,M,2
1497,71,M,3
1498,72,F,4
1499,71,F,2
1500,72,M,2
